ANO,FASE,FECHA,LOCAL,GOLESLOCAL,GOLESVISITA,VISITA
2014_2015,clausura,Jornada 12 20 - 22 Mar,D. Iquique,0,0,Cobreloa
2014_2015,clausura,Jornada 12 20 - 22 Mar,Palestino,1,3,U. de Chile
2014_2015,clausura,Jornada 12 20 - 22 Mar,Cobresal,2,1,U. de Conce
2014_2015,clausura,Jornada 12 20 - 22 Mar,A. Italiano,1,1,U. Catolica
2014_2015,clausura,Jornada 12 20 - 22 Mar,Barnechea,1,3,Antofagasta
2014_2015,clausura,Jornada 12 20 - 22 Mar,Huachipato,3,2,O Higgins
2014_2015,clausura,Jornada 12 20 - 22 Mar,U. Espanola,1,1,Nublense
2014_2015,clausura,Jornada 12 20 - 22 Mar,Colo Colo,1,4,U. La Calera
2014_2015,clausura,Jornada 13 03 - 05 Abr,U. Espanola,2,1,Barnechea
2014_2015,clausura,Jornada 13 03 - 05 Abr,U. Catolica,2,4,U. de Chile
2014_2015,clausura,Jornada 13 03 - 05 Abr,Cobreloa,6,0,Huachipato
2014_2015,clausura,Jornada 13 03 - 05 Abr,U. de Conce,3,2,D. Iquique
2014_2015,clausura,Jornada 13 03 - 05 Abr,Colo Colo,1,2,Cobresal
2014_2015,clausura,Jornada 13 03 - 05 Abr,Nublense,2,0,D. Iquique
2014_2015,clausura,Jornada 13 03 - 05 Abr,O Higgins,1,1,Everton Vina
2014_2015,clausura,Jornada 13 03 - 05 Abr,Antofagasta,1,2,Palestino
2014_2015,clausura,Jornada 13 03 - 05 Abr,U. La Calera,2,2,A. Italiano
2014_2015,clausura,Jornada 14 10 - 12 Abr,U. Catolica,4,2,U. La Calera
2014_2015,clausura,Jornada 14 10 - 12 Abr,Palestino,3,2,U. de Conce
2014_2015,clausura,Jornada 14 10 - 12 Abr,Everton Vina,0,2,Antofagasta
2014_2015,clausura,Jornada 14 10 - 12 Abr,U. de Chile,4,0,Cobreloa
2014_2015,clausura,Jornada 14 10 - 12 Abr,Cobresal,1,0,Nublense
2014_2015,clausura,Jornada 14 10 - 12 Abr,D. Iquique,0,0,O Higgins
2014_2015,clausura,Jornada 14 10 - 12 Abr,A. Italiano,0,1,Colo Colo
2014_2015,clausura,Jornada 14 10 - 12 Abr,D. Iquique,0,1,U. Espanola
2014_2015,clausura,Jornada 14 10 - 12 Abr,Huachipato,4,1,Barnechea
2014_2015,clausura,Jornada 15 17 - 19 Abr,O Higgins,2,0,Cobresal
2014_2015,clausura,Jornada 15 17 - 19 Abr,Colo Colo,0,3,U. Catolica
2014_2015,clausura,Jornada 15 17 - 19 Abr,Cobreloa,3,1,Antofagasta
2014_2015,clausura,Jornada 15 17 - 19 Abr,U. Espanola,0,1,Huachipato
2014_2015,clausura,Jornada 15 17 - 19 Abr,Nublense,1,1,Everton Vina
2014_2015,clausura,Jornada 15 17 - 19 Abr,U. de Conce,2,2,A. Italiano
2014_2015,clausura,Jornada 15 17 - 19 Abr,D. Iquique,4,1,D. Iquique
2014_2015,clausura,Jornada 15 17 - 19 Abr,Barnechea,1,4,U. de Chile
2014_2015,clausura,Jornada 15 17 - 19 Abr,U. La Calera,4,0,Palestino
2014_2015,apertura,Jornada 1 19 - 20 Jul,D. Iquique,1,1,Colo Colo
2014_2015,apertura,Jornada 1 19 - 20 Jul,U. Catolica,1,0,Antofagasta
2014_2015,apertura,Jornada 1 19 - 20 Jul,Everton Vina,3,0,Barnechea
2014_2015,apertura,Jornada 1 19 - 20 Jul,A. Italiano,0,1,U. Espanola
2014_2015,apertura,Jornada 1 19 - 20 Jul,Palestino,1,2,Cobreloa
2014_2015,apertura,Jornada 1 19 - 20 Jul,Huachipato,3,0,Nublense
2014_2015,apertura,Jornada 1 19 - 20 Jul,D. Iquique,1,1,U. de Conce
2014_2015,apertura,Jornada 1 19 - 20 Jul,U. La Calera,1,2,O Higgins
2014_2015,apertura,Jornada 1 19 - 20 Jul,U. de Chile,3,1,Cobresal
2014_2015,apertura,Jornada 2 25 - 27 Jul,Antofagasta,0,0,A. Italiano
2014_2015,apertura,Jornada 2 25 - 27 Jul,U. de Conce,0,1,Huachipato
2014_2015,apertura,Jornada 2 25 - 27 Jul,O Higgins,1,3,U. de Chile
2014_2015,apertura,Jornada 2 25 - 27 Jul,Barnechea,0,3,U. La Calera
2014_2015,apertura,Jornada 2 25 - 27 Jul,U. Espanola,1,0,U. Catolica
2014_2015,apertura,Jornada 2 25 - 27 Jul,Nublense,2,1,D. Iquique
2014_2015,apertura,Jornada 2 25 - 27 Jul,Cobreloa,1,2,Everton Vina
2014_2015,apertura,Jornada 2 25 - 27 Jul,Cobresal,0,1,Palestino
2014_2015,apertura,Jornada 2 25 - 27 Jul,Colo Colo,2,0,D. Iquique
2014_2015,apertura,Jornada 3 01 - 03 Ago,U. La Calera,3,1,Antofagasta
2014_2015,apertura,Jornada 3 01 - 03 Ago,Palestino,2,2,Nublense
2014_2015,apertura,Jornada 3 01 - 03 Ago,U. de Chile,3,2,Everton Vina
2014_2015,apertura,Jornada 3 01 - 03 Ago,U. Catolica,5,1,Cobreloa
2014_2015,apertura,Jornada 3 01 - 03 Ago,O Higgins,2,2,U. de Conce
2014_2015,apertura,Jornada 3 01 - 03 Ago,D. Iquique,2,1,U. Espanola
2014_2015,apertura,Jornada 3 01 - 03 Ago,D. Iquique,2,2,Cobresal
2014_2015,apertura,Jornada 3 01 - 03 Ago,Huachipato,1,3,Colo Colo
2014_2015,apertura,Jornada 3 01 - 03 Ago,A. Italiano,3,1,Barnechea
2014_2015,apertura,Jornada 4 08 - 10 Ago,U. Espanola,2,0,U. La Calera
2014_2015,apertura,Jornada 4 08 - 10 Ago,Palestino,1,0,A. Italiano
2014_2015,apertura,Jornada 4 08 - 10 Ago,Nublense,2,1,U. Catolica
2014_2015,apertura,Jornada 4 08 - 10 Ago,Antofagasta,0,3,U. de Chile
2014_2015,apertura,Jornada 4 08 - 10 Ago,Everton Vina,2,0,D. Iquique
2014_2015,apertura,Jornada 4 08 - 10 Ago,Colo Colo,2,3,O Higgins
2014_2015,apertura,Jornada 4 08 - 10 Ago,Cobreloa,0,2,U. de Conce
2014_2015,apertura,Jornada 4 08 - 10 Ago,Cobresal,2,2,Huachipato
2014_2015,apertura,Jornada 4 08 - 10 Ago,Barnechea,1,0,D. Iquique
2014_2015,apertura,Jornada 5 15 - 17 Ago,D. Iquique,2,2,U. de Chile
2014_2015,apertura,Jornada 5 15 - 17 Ago,Huachipato,2,0,Palestino
2014_2015,apertura,Jornada 5 15 - 17 Ago,A. Italiano,2,2,Cobresal
2014_2015,apertura,Jornada 5 15 - 17 Ago,U. de Conce,3,2,Barnechea
2014_2015,apertura,Jornada 5 15 - 17 Ago,U. La Calera,3,2,Nublense
2014_2015,apertura,Jornada 5 15 - 17 Ago,O Higgins,4,1,Cobreloa
2014_2015,apertura,Jornada 5 15 - 17 Ago,D. Iquique,1,0,Antofagasta
2014_2015,apertura,Jornada 5 15 - 17 Ago,Colo Colo,2,0,U. Espanola
2014_2015,apertura,Jornada 5 15 - 17 Ago,U. Catolica,0,1,Everton Vina
2014_2015,apertura,Jornada 6 22 - 24 Ago,Everton Vina,2,2,A. Italiano
2014_2015,apertura,Jornada 6 22 - 24 Ago,U. de Chile,2,1,Huachipato
2014_2015,apertura,Jornada 6 22 - 24 Ago,Nublense,1,1,O Higgins
2014_2015,apertura,Jornada 6 22 - 24 Ago,U. Espanola,0,0,U. de Conce
2014_2015,apertura,Jornada 6 22 - 24 Ago,Antofagasta,1,0,D. Iquique
2014_2015,apertura,Jornada 6 22 - 24 Ago,Barnechea,0,3,Colo Colo
2014_2015,apertura,Jornada 6 22 - 24 Ago,Cobreloa,1,1,U. La Calera
2014_2015,apertura,Jornada 6 22 - 24 Ago,Cobresal,0,0,D. Iquique
2014_2015,apertura,Jornada 6 22 - 24 Ago,Palestino,2,1,U. Catolica
2014_2015,apertura,Jornada 7 28 - 31 Ago,U. Espanola,0,1,U. de Chile
2014_2015,apertura,Jornada 7 28 - 31 Ago,D. Iquique,1,0,Palestino
2014_2015,apertura,Jornada 7 28 - 31 Ago,Colo Colo,4,0,Antofagasta
2014_2015,apertura,Jornada 7 28 - 31 Ago,Huachipato,4,0,Everton Vina
2014_2015,apertura,Jornada 7 28 - 31 Ago,U. Catolica,2,2,O Higgins
2014_2015,apertura,Jornada 7 28 - 31 Ago,U. de Conce,1,1,U. La Calera
2014_2015,apertura,Jornada 7 28 - 31 Ago,D. Iquique,1,0,Barnechea
2014_2015,apertura,Jornada 7 28 - 31 Ago,Cobresal,2,1,Cobreloa
2014_2015,apertura,Jornada 7 28 - 31 Ago,A. Italiano,0,1,Nublense
2014_2015,apertura,Jornada 8 12 - 14 Sep,U. La Calera,1,1,D. Iquique
2014_2015,apertura,Jornada 8 12 - 14 Sep,Everton Vina,4,1,Cobresal
2014_2015,apertura,Jornada 8 12 - 14 Sep,U. Catolica,2,0,D. Iquique
2014_2015,apertura,Jornada 8 12 - 14 Sep,O Higgins,1,3,U. Espanola
2014_2015,apertura,Jornada 8 12 - 14 Sep,Palestino,1,3,Colo Colo
2014_2015,apertura,Jornada 8 12 - 14 Sep,Cobreloa,0,1,A. Italiano
2014_2015,apertura,Jornada 8 12 - 14 Sep,Nublense,0,1,Barnechea
2014_2015,apertura,Jornada 8 12 - 14 Sep,Antofagasta,2,2,Huachipato
2014_2015,apertura,Jornada 8 12 - 14 Sep,U. de Chile,1,0,U. de Conce
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,Huachipato,0,4,U. La Calera
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,U. de Conce,1,3,Everton Vina
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,A. Italiano,2,3,U. de Chile
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,Barnechea,1,2,O Higgins
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,U. Espanola,1,0,Antofagasta
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,D. Iquique,0,1,Cobreloa
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,Cobresal,0,1,U. Catolica
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,D. Iquique,2,4,Palestino
2014_2015,apertura,Jornada 9 27 Sep - 11 Oct,Colo Colo,0,0,Nublense
2014_2015,apertura,Jornada 10 03 - 12 Oct,Everton Vina,1,0,U. Espanola
2014_2015,apertura,Jornada 10 03 - 12 Oct,A. Italiano,2,1,D. Iquique
2014_2015,apertura,Jornada 10 03 - 12 Oct,U. La Calera,2,1,Cobresal
2014_2015,apertura,Jornada 10 03 - 12 Oct,O Higgins,0,1,Palestino
2014_2015,apertura,Jornada 10 03 - 12 Oct,U. Catolica,0,3,Huachipato
2014_2015,apertura,Jornada 10 03 - 12 Oct,Antofagasta,2,0,Nublense
2014_2015,apertura,Jornada 10 03 - 12 Oct,Cobreloa,1,2,Barnechea
2014_2015,apertura,Jornada 10 03 - 12 Oct,U. de Conce,0,1,Colo Colo
2014_2015,apertura,Jornada 10 03 - 12 Oct,U. de Chile,2,0,D. Iquique
2014_2015,apertura,Jornada 11 18 - 20 Oct,Huachipato,1,2,A. Italiano
2014_2015,apertura,Jornada 11 18 - 20 Oct,Palestino,0,1,Everton Vina
2014_2015,apertura,Jornada 11 18 - 20 Oct,Nublense,2,1,U. de Conce
2014_2015,apertura,Jornada 11 18 - 20 Oct,Barnechea,1,0,U. Catolica
2014_2015,apertura,Jornada 11 18 - 20 Oct,D. Iquique,0,0,O Higgins
2014_2015,apertura,Jornada 11 18 - 20 Oct,D. Iquique,2,1,U. La Calera
2014_2015,apertura,Jornada 11 18 - 20 Oct,Colo Colo,2,0,U. de Chile
2014_2015,apertura,Jornada 11 18 - 20 Oct,Cobresal,1,1,Antofagasta
2014_2015,apertura,Jornada 11 18 - 20 Oct,U. Espanola,2,1,Cobreloa
2014_2015,apertura,Jornada 12 24 - 26 Oct,O Higgins,3,0,Huachipato
2014_2015,apertura,Jornada 12 24 - 26 Oct,U. La Calera,0,2,Colo Colo
2014_2015,apertura,Jornada 12 24 - 26 Oct,Antofagasta,1,1,Barnechea
2014_2015,apertura,Jornada 12 24 - 26 Oct,Cobreloa,3,3,D. Iquique
2014_2015,apertura,Jornada 12 24 - 26 Oct,U. de Chile,2,1,Palestino
2014_2015,apertura,Jornada 12 24 - 26 Oct,Nublense,3,1,U. Espanola
2014_2015,apertura,Jornada 12 24 - 26 Oct,U. de Conce,3,2,Cobresal
2014_2015,apertura,Jornada 12 24 - 26 Oct,Everton Vina,2,1,D. Iquique
2014_2015,apertura,Jornada 12 24 - 26 Oct,U. Catolica,2,1,A. Italiano
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,Barnechea,1,0,U. Espanola
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,D. Iquique,0,0,U. de Conce
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,Cobresal,0,1,Colo Colo
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,D. Iquique,1,1,Nublense
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,A. Italiano,2,2,U. La Calera
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,Everton Vina,1,0,O Higgins
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,U. de Chile,3,0,U. Catolica
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,Palestino,3,1,Antofagasta
2014_2015,apertura,Jornada 13 31 Oct - 02 Nov,Huachipato,2,0,Cobreloa
2014_2015,apertura,Jornada 14 07 - 09 Nov,Barnechea,3,0,Huachipato
2014_2015,apertura,Jornada 14 07 - 09 Nov,U. de Conce,0,1,Palestino
2014_2015,apertura,Jornada 14 07 - 09 Nov,Antofagasta,0,2,Everton Vina
2014_2015,apertura,Jornada 14 07 - 09 Nov,Nublense,2,3,Cobresal
2014_2015,apertura,Jornada 14 07 - 09 Nov,Colo Colo,2,1,A. Italiano
2014_2015,apertura,Jornada 14 07 - 09 Nov,O Higgins,3,1,D. Iquique
2014_2015,apertura,Jornada 14 07 - 09 Nov,U. Espanola,2,5,D. Iquique
2014_2015,apertura,Jornada 14 07 - 09 Nov,Cobreloa,0,4,U. de Chile
2014_2015,apertura,Jornada 14 07 - 09 Nov,U. La Calera,1,0,U. Catolica
2014_2015,apertura,Jornada 15 21 - 23 Nov,Palestino,3,2,U. La Calera
2014_2015,apertura,Jornada 15 21 - 23 Nov,U. Catolica,1,2,Colo Colo
2014_2015,apertura,Jornada 15 21 - 23 Nov,Cobresal,3,1,O Higgins
2014_2015,apertura,Jornada 15 21 - 23 Nov,A. Italiano,4,1,U. de Conce
2014_2015,apertura,Jornada 15 21 - 23 Nov,Antofagasta,2,1,Cobreloa
2014_2015,apertura,Jornada 15 21 - 23 Nov,Huachipato,1,3,U. Espanola
2014_2015,apertura,Jornada 15 21 - 23 Nov,U. de Chile,1,1,Barnechea
2014_2015,apertura,Jornada 15 21 - 23 Nov,D. Iquique,0,0,D. Iquique
2014_2015,apertura,Jornada 15 21 - 23 Nov,Everton Vina,2,1,Nublense





2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Curico Unido,1,0,Magallanes
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Deportes Temuco,2,0,Puerto Montt
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Everton Vina,1,1,Coquimbo Unido
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Huachipato,4,0,Deportes Valdivia
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,CD San Luis,2,0,Copiapo
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Everton Vina,3,0,Cobresal
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,U. de Chile,2,0,nublense
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,U. de Conce,0,2,CD Iberia
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,U. Espanola,0,1,Union San Felipe
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Antofagasta,1,1,Cobreloa
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,A. Italiano,4,1,Barnechea
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,D. Iquique,1,0,D. Iquique
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Palestino,2,1,U. La Calera
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Santiago Morning,0,3,O Higgins
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,Colo Colo,4,0,Deportes La Serena
2017,primera_ronda_a_2,Primera Ronda 21 Jul - 09 Ago,U. Catolica,3,1,Rangers
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Deportes Valdivia,1,2,Huachipato
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Deportes La Serena,4,1,Colo Colo
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Rangers,0,1,U. Catolica
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Barnechea,1,2,A. Italiano
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Cobresal,2,0,Everton Vina
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Puerto Montt,0,0,Deportes Temuco
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Cobreloa,0,1,Antofagasta
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Coquimbo Unido,3,2,Everton Vina
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Copiapo,2,1,CD San Luis
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,CD Iberia,2,0,U. de Conce
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,D. Iquique,2,0,D. Iquique
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,U. La Calera,1,1,Palestino
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Union San Felipe,1,2,U. Espanola
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,nublense,0,2,U. de Chile
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,Magallanes,1,1,Curico Unido
2017,primera_ronda_a_1,Primera Ronda 09 - 22 Jul,O Higgins,1,3,Santiago Morning
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Union San Felipe,1,0,Deportes Temuco
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Coquimbo Unido,1,4,CD San Luis
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Palestino,1,2,Curico Unido
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,U. de Chile,1,0,A. Italiano
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Colo Colo,0,2,CD Iberia
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Everton Vina,2,0,O Higgins
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Antofagasta,4,2,D. Iquique
2017,octavos_a_2,Octavos 30 Ago - 06 Sep,Huachipato,3,2,U. Catolica
2017,octavos_a_1,Octavos 23 - 31 Ago,Deportes Temuco,0,0,Union San Felipe
2017,octavos_a_1,Octavos 23 - 31 Ago,CD San Luis,3,0,Coquimbo Unido
2017,octavos_a_1,Octavos 23 - 31 Ago,D. Iquique,0,4,Antofagasta
2017,octavos_a_1,Octavos 23 - 31 Ago,U. Catolica,1,1,Huachipato
2017,octavos_a_1,Octavos 23 - 31 Ago,A. Italiano,0,3,U. de Chile
2017,octavos_a_1,Octavos 23 - 31 Ago,Curico Unido,2,1,Palestino
2017,octavos_a_1,Octavos 23 - 31 Ago,CD Iberia,3,2,Colo Colo
2017,octavos_a_1,Octavos 23 - 31 Ago,O Higgins,0,2,Everton Vina
2017,cuartos_a_2,Cuartos 27 Sep - 09 Oct,Everton Vina,1,1,CD Iberia
2017,cuartos_a_2,Cuartos 27 Sep - 09 Oct,Huachipato,1,1,Union San Felipe
2017,cuartos_a_2,Cuartos 27 Sep - 09 Oct,Antofagasta,0,0,Curico Unido
2017,cuartos_a_2,Cuartos 27 Sep - 09 Oct,U. de Chile,2,2,CD San Luis
2017,cuartos_a_1,Cuartos 13 - 14 Sep,Curico Unido,1,1,Antofagasta
2017,cuartos_a_1,Cuartos 13 - 14 Sep,CD San Luis,0,1,U. de Chile
2017,cuartos_a_1,Cuartos 13 - 14 Sep,Union San Felipe,1,3,Huachipato
2017,cuartos_a_1,Cuartos 13 - 14 Sep,CD Iberia,1,1,Everton Vina
2017,semifinal_a_2,Semifinal 25 - 25 Oct,Huachipato,0,0,Everton Vina
2017,semifinal_a_2,Semifinal 25 - 25 Oct,Antofagasta,1,0,U. de Chile
2017,semifinal_a_1,Semifinal 18 - 18 Oct,Everton Vina,1,1,Huachipato
2017,semifinal_a_1,Semifinal 18 - 18 Oct,U. de Chile,2,0,Antofagasta
2017,final_a_1,Final 11 Nov,U. de Chile,1,3,Everton Vina
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,U. Catolica,3,0,Santiago Morning
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,D. Iquique,2,2,D. Iquique
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Everton Vina,2,1,Deportes La Serena
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Antofagasta,1,1,Cobreloa
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Colo Colo,2,1,nublense
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,A. Italiano,1,0,Curico Unido
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,CD San Luis,2,1,U. La Calera
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,O Higgins,3,1,Rangers
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Huachipato,1,1,CD Iberia
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Cobresal,3,1,Copiapo
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Deportes Temuco,3,1,Puerto Montt
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Palestino,1,0,Coquimbo Unido
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,U. Espanola,0,1,Magallanes
2016,primera_ronda_a_2,Primera Ronda 15 - 27 Jul,Everton Vina,3,0,Union San Felipe
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Deportes La Serena,3,1,Everton Vina
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,nublense,0,0,Colo Colo
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Copiapo,0,1,Cobresal
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,U. La Calera,2,2,CD San Luis
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Rangers,1,3,O Higgins
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Coquimbo Unido,0,6,Palestino
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Puerto Montt,0,2,Deportes Temuco
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,D. Iquique,2,0,D. Iquique
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Magallanes,1,2,U. Espanola
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,CD Iberia,1,5,Huachipato
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Cobreloa,1,0,Antofagasta
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Curico Unido,1,1,A. Italiano
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Santiago Morning,2,0,U. Catolica
2016,primera_ronda_a_1,Primera Ronda 08 - 16 Jul,Union San Felipe,1,3,Everton Vina
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,Everton Vina,1,1,Palestino
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,O Higgins,1,2,U. Espanola
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,Colo Colo,3,1,Huachipato
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,Copiapo,2,2,A. Italiano
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,Deportes Temuco,1,2,U. Catolica
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,Deportes La Serena,0,0,Cobreloa
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,U. de Chile,2,2,D. Iquique
2016,octavos_a_2,Octavos 21 Sep - 03 Nov,CD San Luis,1,0,U. de Conce
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,Palestino,0,1,Everton Vina
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,U. Espanola,4,0,O Higgins
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,Cobreloa,3,0,Deportes La Serena
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,A. Italiano,3,1,Copiapo
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,Huachipato,2,1,Colo Colo
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,D. Iquique,1,1,U. de Chile
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,U. de Conce,0,1,CD San Luis
2016,octavos_a_1,Octavos 15 Sep - 07 Oct,U. Catolica,2,1,Deportes Temuco
2016,cuartos_a_2,Cuartos 24 Oct - 14 Nov,Everton Vina,0,0,U. Espanola
2016,cuartos_a_2,Cuartos 24 Oct - 14 Nov,U. de Chile,3,3,U. Catolica
2016,cuartos_a_2,Cuartos 24 Oct - 14 Nov,A. Italiano,1,3,CD San Luis
2016,cuartos_a_2,Cuartos 24 Oct - 14 Nov,Colo Colo,3,1,Cobreloa
2016,cuartos_a_1,Cuartos 18 Oct - 10 Nov,U. Espanola,1,2,Everton Vina
2016,cuartos_a_1,Cuartos 18 Oct - 10 Nov,CD San Luis,2,4,A. Italiano
2016,cuartos_a_1,Cuartos 18 Oct - 10 Nov,U. Catolica,2,0,U. de Chile
2016,cuartos_a_1,Cuartos 18 Oct - 10 Nov,Cobreloa,1,2,Colo Colo
2016,semifinal_a_2,Semifinal 30 - 30 Nov,Colo Colo,2,0,U. Catolica
2016,semifinal_a_2,Semifinal 30 - 30 Nov,A. Italiano,0,1,Everton Vina
2016,semifinal_a_1,Semifinal 23 - 23 Nov,U. Catolica,0,1,Colo Colo
2016,semifinal_a_1,Semifinal 23 - 23 Nov,Everton Vina,3,2,A. Italiano
2016,final_a_1,Final 14 Dic,Colo Colo,4,0,Everton Vina
2018,FASE,Jornada 1 02 - 05 Feb,U. Catolica,2,1,Deportes Temuco
2018,FASE,Jornada 1 02 - 05 Feb,Antofagasta,1,2,Colo Colo
2018,FASE,Jornada 1 02 - 05 Feb,Palestino,1,2,U. La Calera
2018,FASE,Jornada 1 02 - 05 Feb,U. de Conce,0,2,O Higgins
2018,FASE,Jornada 1 02 - 05 Feb,A. Italiano,2,4,Huachipato
2018,FASE,Jornada 1 02 - 05 Feb,Everton Vina,2,3,D. Iquique
2018,FASE,Jornada 1 02 - 05 Feb,U. de Chile,1,2,U. Espanola
2018,FASE,Jornada 1 02 - 05 Feb,CD San Luis,1,0,Curico Unido
2018,FASE,Jornada 2 09 - 12 Feb,U. La Calera,1,3,Antofagasta
2018,FASE,Jornada 2 09 - 12 Feb,D. Iquique,1,2,U. de Chile
2018,FASE,Jornada 2 09 - 12 Feb,Deportes Temuco,1,1,U. de Conce
2018,FASE,Jornada 2 09 - 12 Feb,U. Espanola,2,2,Palestino
2018,FASE,Jornada 2 09 - 12 Feb,Colo Colo,3,2,A. Italiano
2018,FASE,Jornada 2 09 - 12 Feb,Curico Unido,1,3,U. Catolica
2018,FASE,Jornada 2 09 - 12 Feb,Huachipato,1,1,CD San Luis
