ANO,FASE,FECHA,LOCAL,GOLESLOCAL,GOLESVISITA,VISITA
2018,FASE,Jornada 2 09 - 12 Feb,O Higgins,1,2,Everton Vina
2018,FASE,Jornada 3 16 - 19 Feb,U. de Chile,3,0,CD San Luis
2018,FASE,Jornada 3 16 - 19 Feb,Everton Vina,0,1,U. Catolica
2018,FASE,Jornada 3 16 - 19 Feb,Palestino,2,1,Colo Colo
2018,FASE,Jornada 3 16 - 19 Feb,U. de Conce,0,0,Curico Unido
2018,FASE,Jornada 3 16 - 19 Feb,D. Iquique,0,1,U. La Calera
2018,FASE,Jornada 3 16 - 19 Feb,O Higgins,2,1,Huachipato
2018,FASE,Jornada 3 16 - 19 Feb,U. Espanola,1,1,Antofagasta
2018,FASE,Jornada 3 16 - 19 Feb,A. Italiano,1,1,Deportes Temuco
2018,FASE,Jornada 4 23 - 26 Feb,Colo Colo,1,1,O Higgins
2018,FASE,Jornada 4 23 - 26 Feb,Huachipato,3,0,U. de Conce
2018,FASE,Jornada 4 23 - 26 Feb,CD San Luis,0,1,Palestino
2018,FASE,Jornada 4 23 - 26 Feb,U. Catolica,1,0,U. La Calera
2018,FASE,Jornada 4 23 - 26 Feb,Antofagasta,2,1,D. Iquique
2018,FASE,Jornada 4 23 - 26 Feb,A. Italiano,1,0,Everton Vina
2018,FASE,Jornada 4 23 - 26 Feb,Deportes Temuco,0,1,U. de Chile
2018,FASE,Jornada 4 23 - 26 Feb,Curico Unido,4,4,U. Espanola
2018,FASE,Jornada 5 02 - 05 Mar,Everton Vina,2,1,CD San Luis
2018,FASE,Jornada 5 02 - 05 Mar,Palestino,1,1,A. Italiano
2018,FASE,Jornada 5 02 - 05 Mar,Colo Colo,2,1,Huachipato
2018,FASE,Jornada 5 02 - 05 Mar,U. Espanola,2,3,U. de Conce
2018,FASE,Jornada 5 02 - 05 Mar,D. Iquique,0,1,U. Catolica
2018,FASE,Jornada 5 02 - 05 Mar,U. de Chile,2,0,Antofagasta
2018,FASE,Jornada 5 02 - 05 Mar,U. La Calera,0,0,Curico Unido
2018,FASE,Jornada 5 02 - 05 Mar,O Higgins,2,0,Deportes Temuco
2018,FASE,Jornada 6 16 - 19 Mar,Deportes Temuco,3,2,Palestino
2018,FASE,Jornada 6 16 - 19 Mar,Curico Unido,3,0,A. Italiano
2018,FASE,Jornada 6 16 - 19 Mar,Everton Vina,0,1,U. de Chile
2018,FASE,Jornada 6 16 - 19 Mar,Antofagasta,3,2,O Higgins
2018,FASE,Jornada 6 16 - 19 Mar,CD San Luis,0,0,D. Iquique
2018,FASE,Jornada 6 16 - 19 Mar,U. Catolica,3,1,U. Espanola
2018,FASE,Jornada 6 16 - 19 Mar,U. de Conce,2,1,Colo Colo
2018,FASE,Jornada 6 16 - 19 Mar,Huachipato,2,0,U. La Calera
2018,FASE,Jornada 7 30 Mar - 01 Abr,A. Italiano,2,3,U. de Chile
2018,FASE,Jornada 7 30 Mar - 01 Abr,Colo Colo,1,0,U. Catolica
2018,FASE,Jornada 7 30 Mar - 01 Abr,Huachipato,2,0,Everton Vina
2018,FASE,Jornada 7 30 Mar - 01 Abr,O Higgins,4,0,CD San Luis
2018,FASE,Jornada 7 30 Mar - 01 Abr,Curico Unido,1,1,Deportes Temuco
2018,FASE,Jornada 7 30 Mar - 01 Abr,D. Iquique,1,3,U. de Conce
2018,FASE,Jornada 7 30 Mar - 01 Abr,Palestino,1,1,Antofagasta
2018,FASE,Jornada 7 30 Mar - 01 Abr,U. La Calera,1,0,U. Espanola
2018,FASE,Jornada 8 06 - 08 Abr,Antofagasta,0,0,Huachipato
2018,FASE,Jornada 8 06 - 08 Abr,Deportes Temuco,0,4,D. Iquique
2018,FASE,Jornada 8 06 - 08 Abr,Everton Vina,1,3,U. La Calera
2018,FASE,Jornada 8 06 - 08 Abr,U. de Chile,2,1,Curico Unido
2018,FASE,Jornada 8 06 - 08 Abr,CD San Luis,1,0,Colo Colo
2018,FASE,Jornada 8 06 - 08 Abr,U. Catolica,2,1,Palestino
2018,FASE,Jornada 8 06 - 08 Abr,U. de Conce,1,0,A. Italiano
2018,FASE,Jornada 8 06 - 08 Abr,U. Espanola,2,0,O Higgins


2017,clausura,Jornada 1 04 Feb - 15 Mar,Colo Colo,0,2,Deportes Temuco
2017,clausura,Jornada 1 04 Feb - 15 Mar,Antofagasta,0,2,Deportes Temuco
2017,clausura,Jornada 1 04 Feb - 15 Mar,Deportes Temuco,1,2,U. Espanola
2017,clausura,Jornada 1 04 Feb - 15 Mar,Huachipato,1,0,Deportes Temuco



2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,2,2,Colo Colo
2009,apertura,Jornada 1 04 Feb - 15 Mar,Huachipato,0,0,Curico Unido
2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,1,3,U. de Chile
2009,apertura,Jornada 1 04 Feb - 15 Mar,Palestino,0,4,Curico Unido
2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,1,4,A. Italiano
2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,3,2,U. Catolica
2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,0,1,U. de Conce
2009,apertura,Jornada 1 04 Feb - 15 Mar,O Higgins,5,3,Curico Unido
2009,apertura,Jornada 1 04 Feb - 15 Mar,Curico Unido,1,3,U. Espanola
2009,apertura,Jornada 1 04 Feb - 15 Mar,Everton Vina,3,2,Curico Unido
2009,apertura,Jornada 1 04 Feb - 15 Mar,D. Iquique,1,0,Curico Unido

2009,clausura,Jornada 1 04 Feb - 15 Mar,Colo Colo,1,1,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,Curico Unido,1,0,Huachipato
2009,clausura,Jornada 1 04 Feb - 15 Mar,U. de Chile,1,1,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,Curico Unido,2,1,Palestino
2009,clausura,Jornada 1 04 Feb - 15 Mar,A. Italiano,1,1,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,U. Catolica,7,0,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,U. de Conce,3,1,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,Curico Unido,0,1,O Higgins
2009,clausura,Jornada 1 04 Feb - 15 Mar,U. Espanola,3,0,Curico Unido
2009,clausura,Jornada 1 04 Feb - 15 Mar,Curico Unido,2,2,Everton Vina
2009,clausura,Jornada 1 04 Feb - 15 Mar,Curico Unido,1,1,D. Iquique





2017,agregado,Jornada 13 05 - 07 May,U. La Calera,1,1,Deportes Temuco
2018,agregado_invertido,Jornada 1 02 - 05 Feb,Curico Unido,1,0,U. La Calera

2017,agregado_invertido,Jornada 13 05 - 07 May,Deportes Temuco,1,1,U. La Calera
2018,agregado_inventado,Jornada 7 30 Mar - 01 Abr,Deportes Temuco,1,1,Curico Unido
